idno,gincdif,nuts2,wkhtot,agea,cntry,eqi21_n2,eqi21_n2_lowME,eqi21_n2_highME,inc_redist,resp_ed,fath_ed,moth_ed,educ_mob_father,educ_mob_mother,educ_mob_avg,educ_mob_avg_category,EQI,domicile,unemp_nuts2,equality_importance,social_ties,gen_trust,gov_trust,income_decile,gender,union_member,child_ever,marital_status,unemp_ever,cntry_name,educ_mob_avg_bins
17726,1,FRK2,37.0,77,Germany,0.423,0.169645,0.676355,1,0.0,2.0,0.0,4.0,6.0,5.0,1,3,3.0,2,1,3,2,1.0,7,0,0.0,1.0,,0.0,Germany,Low
17730,1,FR10,39.0,46,Germany,0.002,-0.26238,0.26638,1,0.0,0.0,0.0,6.0,6.0,6.0,0,2,2.0,3,2,2,0,0.0,,0,0.0,1.0,1.0,1.0,Germany,Low
17748,2,FR10,35.0,72,Germany,0.002,-0.26238,0.26638,1,6.0,6.0,3.0,6.0,9.0,7.5,2,2,1.0,3,1,5,3,3.0,2,0,0.0,0.0,0.0,1.0,Germany,High
17753,4,FRF2,35.0,36,Germany,0.45,0.176591,0.723409,3,1.0,1.0,0.0,6.0,7.0,6.5,2,3,3.0,3,1,1,3,2.0,2,0,0.0,,,1.0,Germany,Moderate
17776,2,FRF1,35.0,38,Germany,0.618,0.328916,0.907084,1,5.0,2.0,2.0,9.0,9.0,9.0,2,3,2.0,2,1,5,0,2.0,,1,0.0,0.0,0.0,0.0,Germany,Very High
17777,1,FRK2,25.0,49,Germany,0.423,0.169645,0.676355,1,4.0,0.0,0.0,10.0,10.0,10.0,2,3,5.0,2,1,1,2,0.0,7,0,0.0,,,0.0,Germany,Very High
17780,1,FRG0,70.0,58,Germany,0.722,0.5200119999999999,0.923988,1,6.0,0.0,4.0,12.0,8.0,10.0,2,3,5.0,2,1,1,3,3.0,10,1,0.0,1.0,,1.0,Germany,Very High
17788,2,FRF3,90.0,75,Germany,0.392,0.206338,0.577662,1,2.0,0.0,0.0,8.0,8.0,8.0,2,3,4.0,2,1,0,1,0.0,6,0,0.0,1.0,,0.0,Germany,High
17790,1,FRJ2,40.0,49,Germany,0.584,0.325695,0.842305,1,0.0,0.0,1.0,6.0,5.0,5.5,1,3,4.0,2,1,5,2,1.0,1,1,0.0,,0.0,0.0,Germany,Low
17804,2,FRD1,37.0,40,Germany,0.645,0.40403,0.88597,1,3.0,2.0,1.0,7.0,8.0,7.5,2,3,3.0,2,1,1,2,0.0,4,0,0.0,1.0,0.0,1.0,Germany,High
17814,3,FRD2,80.0,45,Germany,0.443,0.197622,0.688378,2,5.0,6.0,1.0,5.0,10.0,7.5,2,3,4.0,2,2,2,2,3.0,10,0,0.0,1.0,2.0,0.0,Germany,High
17816,1,FR10,39.0,50,Germany,0.002,-0.26238,0.26638,1,0.0,0.0,3.0,6.0,3.0,4.5,1,2,1.0,3,1,1,1,2.0,1,0,0.0,,2.0,1.0,Germany,Low
17825,2,FRK2,39.0,83,Germany,0.423,0.169645,0.676355,1,2.0,0.0,0.0,8.0,8.0,8.0,2,3,4.0,2,1,3,3,2.0,2,0,0.0,1.0,,0.0,Germany,High
17826,2,FRD2,33.0,29,Germany,0.443,0.197622,0.688378,1,4.0,4.0,6.0,6.0,4.0,5.0,1,3,2.0,2,1,4,3,3.0,6,1,0.0,,,1.0,Germany,Low
17831,2,FRD2,,84,Germany,0.443,0.197622,0.688378,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,4.0,2,1,4,2,1.0,1,1,0.0,1.0,3.0,0.0,Germany,Low
17837,1,FRD2,42.0,55,Germany,0.443,0.197622,0.688378,1,2.0,2.0,0.0,6.0,8.0,7.0,2,3,3.0,2,1,4,3,,7,0,0.0,,,0.0,Germany,Moderate
17857,3,FRB0,45.0,38,Germany,0.6,0.417752,0.7822479999999999,2,3.0,3.0,2.0,6.0,7.0,6.5,2,3,4.0,2,1,0,3,3.0,9,0,0.0,,,0.0,Germany,Moderate
17878,2,FRD2,60.0,52,Germany,0.443,0.197622,0.688378,1,6.0,2.0,0.0,10.0,12.0,11.0,2,3,3.0,2,1,1,2,2.0,10,1,0.0,1.0,,1.0,Germany,Very High
17902,5,FRI1,50.0,47,Germany,0.68,0.441509,0.918491,3,4.0,0.0,0.0,10.0,10.0,10.0,2,3,4.0,2,2,4,1,1.0,10,0,0.0,,2.0,0.0,Germany,Very High
17929,2,FR10,45.0,74,Germany,0.002,-0.26238,0.26638,1,3.0,0.0,1.0,9.0,8.0,8.5,2,2,1.0,3,2,2,3,2.0,8,1,0.0,0.0,0.0,0.0,Germany,High
17940,1,FRF3,39.0,39,Germany,0.392,0.206338,0.577662,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,4.0,2,1,1,2,1.0,,0,0.0,,,0.0,Germany,Low
17961,1,FR10,40.0,61,Germany,0.002,-0.26238,0.26638,1,2.0,4.0,0.0,4.0,8.0,6.0,0,2,3.0,3,2,2,2,1.0,,1,0.0,1.0,0.0,1.0,Germany,Low
17970,1,FRK2,40.0,86,Germany,0.423,0.169645,0.676355,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,3.0,2,2,2,1,2.0,2,1,0.0,1.0,3.0,0.0,Germany,Low
17973,3,FRH0,,78,Germany,0.873,0.618133,1.127867,2,0.0,0.0,0.0,6.0,6.0,6.0,0,3,4.0,2,3,1,1,1.0,1,1,0.0,0.0,3.0,,Germany,Low
17977,2,FRF1,48.0,71,Germany,0.618,0.328916,0.907084,1,5.0,2.0,2.0,9.0,9.0,9.0,2,3,5.0,2,1,2,2,3.0,9,0,0.0,1.0,,1.0,Germany,Very High
17985,1,FR10,40.0,27,Germany,0.002,-0.26238,0.26638,1,6.0,6.0,6.0,6.0,6.0,6.0,0,2,1.0,3,1,4,3,3.0,9,0,0.0,0.0,0.0,0.0,Germany,Low
17986,5,FR10,35.0,34,Germany,0.002,-0.26238,0.26638,3,1.0,4.0,1.0,3.0,6.0,4.5,1,2,3.0,3,1,3,1,2.0,2,1,0.0,1.0,1.0,1.0,Germany,Low
17987,2,FRI1,39.0,33,Germany,0.68,0.441509,0.918491,1,4.0,3.0,3.0,7.0,7.0,7.0,2,3,5.0,2,1,3,3,2.0,9,1,0.0,,0.0,0.0,Germany,Moderate
17991,2,FRE2,20.0,53,Germany,0.209,-0.020839,0.438839,1,1.0,0.0,0.0,7.0,7.0,7.0,2,2,3.0,3,1,3,0,2.0,8,1,0.0,1.0,,0.0,Germany,Moderate
17999,4,FRE1,20.0,58,Germany,0.284,0.01773,0.55027,3,2.0,0.0,0.0,8.0,8.0,8.0,2,2,3.0,3,1,1,0,0.0,,1,0.0,1.0,,1.0,Germany,High
18005,2,FRK2,,46,Germany,0.423,0.169645,0.676355,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,3.0,2,2,3,3,,4,1,0.0,,,0.0,Germany,Low
18031,2,FRG0,33.0,35,Germany,0.722,0.5200119999999999,0.923988,1,3.0,2.0,2.0,7.0,7.0,7.0,2,3,3.0,2,1,3,3,2.0,8,1,0.0,,2.0,0.0,Germany,Moderate
18042,3,FRK2,39.0,69,Germany,0.423,0.169645,0.676355,2,2.0,0.0,0.0,8.0,8.0,8.0,2,3,4.0,2,1,2,1,1.0,10,1,0.0,1.0,,0.0,Germany,High
18044,1,FRC1,35.0,65,Germany,0.411,0.190468,0.631532,1,4.0,0.0,0.0,10.0,10.0,10.0,2,3,3.0,2,1,3,2,2.0,5,1,0.0,1.0,2.0,1.0,Germany,Very High
18047,2,FRF1,42.0,41,Germany,0.618,0.328916,0.907084,1,5.0,2.0,2.0,9.0,9.0,9.0,2,3,3.0,2,1,4,3,2.0,10,1,0.0,,,0.0,Germany,Very High
18081,1,FRG0,70.0,77,Germany,0.722,0.5200119999999999,0.923988,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,4.0,2,1,1,2,1.0,5,0,0.0,1.0,,0.0,Germany,Low
18085,2,FRG0,35.0,62,Germany,0.722,0.5200119999999999,0.923988,1,2.0,0.0,0.0,8.0,8.0,8.0,2,3,3.0,2,1,1,2,3.0,7,0,0.0,1.0,,0.0,Germany,High
18086,2,FRK1,70.0,64,Germany,0.482,0.248604,0.7153959999999999,1,4.0,0.0,0.0,10.0,10.0,10.0,2,3,3.0,2,,0,2,0.0,6,0,0.0,1.0,,0.0,Germany,Very High
18093,2,FRK2,25.0,70,Germany,0.423,0.169645,0.676355,1,5.0,3.0,1.0,8.0,10.0,9.0,2,3,4.0,2,1,5,3,0.0,7,1,0.0,1.0,,0.0,Germany,Very High
18098,2,FRK1,45.0,30,Germany,0.482,0.248604,0.7153959999999999,1,6.0,6.0,6.0,6.0,6.0,6.0,0,3,4.0,2,1,4,2,2.0,6,1,0.0,0.0,0.0,0.0,Germany,Low
18115,2,FRI1,140.0,79,Germany,0.68,0.441509,0.918491,1,3.0,0.0,4.0,9.0,5.0,7.0,2,3,4.0,2,1,2,2,2.0,4,0,0.0,0.0,0.0,1.0,Germany,Moderate
18132,3,FR10,5.0,29,Germany,0.002,-0.26238,0.26638,2,6.0,3.0,5.0,9.0,7.0,8.0,2,2,1.0,3,1,3,1,2.0,2,1,0.0,0.0,0.0,1.0,Germany,High
18135,2,FRG0,40.0,44,Germany,0.722,0.5200119999999999,0.923988,1,3.0,0.0,0.0,9.0,9.0,9.0,2,3,4.0,2,1,3,2,3.0,10,0,0.0,,0.0,0.0,Germany,Very High
18149,1,FRJ2,50.0,32,Germany,0.584,0.325695,0.842305,1,6.0,2.0,2.0,10.0,10.0,10.0,2,3,3.0,2,1,4,2,3.0,6,1,1.0,,0.0,0.0,Germany,Very High
18161,1,FR10,38.0,63,Germany,0.002,-0.26238,0.26638,1,5.0,0.0,0.0,11.0,11.0,11.0,2,2,3.0,3,1,0,3,3.0,9,0,0.0,,,0.0,Germany,Very High
18164,3,FRI3,35.0,25,Germany,0.598,0.381118,0.814882,2,6.0,3.0,3.0,9.0,9.0,9.0,2,3,3.0,2,1,4,3,3.0,7,1,0.0,0.0,,1.0,Germany,Very High
18183,3,FR10,40.0,40,Germany,0.002,-0.26238,0.26638,2,6.0,6.0,6.0,6.0,6.0,6.0,0,2,2.0,3,1,2,3,2.0,10,0,0.0,,,0.0,Germany,Low
18197,1,FR10,65.0,72,Germany,0.002,-0.26238,0.26638,1,2.0,0.0,0.0,8.0,8.0,8.0,2,2,2.0,3,1,3,0,3.0,7,0,0.0,,,0.0,Germany,High
18201,2,FRF2,36.0,51,Germany,0.45,0.176591,0.723409,1,2.0,0.0,0.0,8.0,8.0,8.0,2,3,4.0,3,2,2,2,3.0,9,1,0.0,1.0,,1.0,Germany,High
18213,2,FR10,96.0,36,Germany,0.002,-0.26238,0.26638,1,4.0,3.0,3.0,7.0,7.0,7.0,2,2,2.0,3,1,3,1,3.0,5,0,0.0,,,0.0,Germany,Moderate
18220,3,FRG0,55.0,65,Germany,0.722,0.5200119999999999,0.923988,2,5.0,0.0,0.0,11.0,11.0,11.0,2,3,2.0,2,1,1,3,2.0,10,0,0.0,1.0,,0.0,Germany,Very High
18250,2,FRK1,35.0,53,Germany,0.482,0.248604,0.7153959999999999,1,2.0,0.0,0.0,8.0,8.0,8.0,2,3,3.0,2,2,0,0,2.0,6,0,0.0,1.0,0.0,0.0,Germany,High
18254,1,FRF3,35.0,42,Germany,0.392,0.206338,0.577662,1,5.0,0.0,0.0,11.0,11.0,11.0,2,3,3.0,2,1,3,2,3.0,5,1,0.0,,,0.0,Germany,Very High
18261,2,FRK2,50.0,28,Germany,0.423,0.169645,0.676355,1,3.0,2.0,2.0,7.0,7.0,7.0,2,3,5.0,2,1,4,2,1.0,1,0,0.0,0.0,0.0,0.0,Germany,Moderate
18262,2,FRJ1,27.0,77,Germany,0.241,0.001244,0.480756,1,4.0,0.0,0.0,10.0,10.0,10.0,2,2,4.0,3,1,3,2,2.0,,1,0.0,1.0,,0.0,Germany,Very High
18267,2,FRD2,38.0,36,Germany,0.443,0.197622,0.688378,1,3.0,0.0,0.0,9.0,9.0,9.0,2,3,4.0,2,2,3,2,1.0,7,1,0.0,,0.0,0.0,Germany,Very High
18279,1,FRF3,39.0,43,Germany,0.392,0.206338,0.577662,1,3.0,2.0,0.0,7.0,9.0,8.0,2,3,4.0,2,1,4,0,0.0,10,0,1.0,,,0.0,Germany,High
18282,2,FRF3,40.0,72,Germany,0.392,0.206338,0.577662,1,4.0,0.0,0.0,10.0,10.0,10.0,2,3,4.0,2,1,1,1,1.0,4,0,0.0,0.0,,1.0,Germany,Very High
18285,1,FRH0,38.0,49,Germany,0.873,0.618133,1.127867,1,3.0,0.0,0.0,9.0,9.0,9.0,2,3,2.0,2,1,3,2,2.0,9,0,0.0,1.0,,0.0,Germany,Very High
18287,3,FRG0,25.0,31,Germany,0.722,0.5200119999999999,0.923988,2,6.0,2.0,4.0,10.0,8.0,9.0,2,3,3.0,2,2,4,2,2.0,4,1,0.0,0.0,0.0,1.0,Germany,Very High
18358,2,FRK2,44.0,45,Germany,0.423,0.169645,0.676355,1,6.0,6.0,5.0,6.0,7.0,6.5,2,3,1.0,2,1,4,2,3.0,10,0,1.0,0.0,0.0,0.0,Germany,Moderate
18360,1,FRJ2,70.0,37,Germany,0.584,0.325695,0.842305,1,2.0,6.0,2.0,2.0,6.0,4.0,1,3,4.0,2,1,4,2,3.0,2,0,0.0,,,1.0,Germany,Low
18376,1,FRF1,5.0,35,Germany,0.618,0.328916,0.907084,1,2.0,2.0,4.0,6.0,4.0,5.0,1,3,3.0,2,1,3,2,0.0,9,0,0.0,0.0,0.0,0.0,Germany,Low
18392,1,FR10,35.0,78,Germany,0.002,-0.26238,0.26638,1,0.0,0.0,0.0,6.0,6.0,6.0,0,2,3.0,3,1,1,2,0.0,,0,0.0,,,1.0,Germany,Low
18421,2,FRL0,40.0,32,Germany,0.323,0.107369,0.538631,1,6.0,3.0,4.0,9.0,8.0,8.5,2,2,1.0,2,1,2,1,3.0,5,0,0.0,0.0,0.0,1.0,Germany,High
18423,2,FRI1,39.0,47,Germany,0.68,0.441509,0.918491,1,2.0,0.0,1.0,8.0,7.0,7.5,2,3,4.0,2,1,1,2,1.0,4,1,0.0,,2.0,1.0,Germany,High
18425,2,FRK2,30.0,48,Germany,0.423,0.169645,0.676355,1,3.0,0.0,0.0,9.0,9.0,9.0,2,3,5.0,2,1,3,2,1.0,8,1,0.0,,0.0,1.0,Germany,Very High
18445,2,FRK2,37.0,41,Germany,0.423,0.169645,0.676355,1,4.0,1.0,1.0,9.0,9.0,9.0,2,3,2.0,2,2,4,2,2.0,,1,0.0,,,1.0,Germany,Very High
18455,1,FR10,45.0,42,Germany,0.002,-0.26238,0.26638,1,5.0,2.0,3.0,9.0,8.0,8.5,2,2,3.0,3,,3,1,,10,1,0.0,,,1.0,Germany,High
18460,1,FRG0,35.0,57,Germany,0.722,0.5200119999999999,0.923988,1,1.0,0.0,0.0,7.0,7.0,7.0,2,3,4.0,2,1,2,2,1.0,5,1,0.0,1.0,,1.0,Germany,Moderate
18465,1,FRL0,37.0,41,Germany,0.323,0.107369,0.538631,1,5.0,0.0,0.0,11.0,11.0,11.0,2,2,2.0,2,1,3,3,3.0,9,1,0.0,1.0,,0.0,Germany,Very High
18502,2,FRI1,25.0,64,Germany,0.68,0.441509,0.918491,1,6.0,6.0,1.0,6.0,11.0,8.5,2,3,1.0,2,2,4,2,3.0,4,1,0.0,1.0,,1.0,Germany,High
18506,1,FRI1,35.0,38,Germany,0.68,0.441509,0.918491,1,4.0,3.0,0.0,7.0,10.0,8.5,2,3,3.0,2,2,4,2,2.0,4,0,0.0,,,1.0,Germany,High
18539,3,FR10,,42,Germany,0.002,-0.26238,0.26638,2,3.0,2.0,2.0,7.0,7.0,7.0,2,2,1.0,3,1,1,2,3.0,2,1,0.0,0.0,0.0,1.0,Germany,Moderate
18547,1,FRH0,39.0,37,Germany,0.873,0.618133,1.127867,1,2.0,2.0,1.0,6.0,7.0,6.5,2,3,3.0,2,2,2,2,1.0,6,1,0.0,,0.0,1.0,Germany,Moderate
18552,2,FR10,35.0,53,Germany,0.002,-0.26238,0.26638,1,0.0,0.0,0.0,6.0,6.0,6.0,0,2,1.0,3,2,3,2,3.0,7,0,0.0,,,0.0,Germany,Low
18572,2,FR10,38.0,39,Germany,0.002,-0.26238,0.26638,1,2.0,0.0,2.0,8.0,6.0,7.0,2,2,2.0,3,2,5,2,,3,1,0.0,0.0,0.0,0.0,Germany,Moderate
18578,1,FRI1,55.0,85,Germany,0.68,0.441509,0.918491,1,2.0,0.0,0.0,8.0,8.0,8.0,2,3,4.0,2,1,3,2,3.0,2,1,0.0,0.0,3.0,0.0,Germany,High
18583,2,FRI3,50.0,68,Germany,0.598,0.381118,0.814882,1,1.0,0.0,0.0,7.0,7.0,7.0,2,3,5.0,2,1,2,1,3.0,10,1,0.0,0.0,,1.0,Germany,Moderate
18584,2,FRL0,46.0,41,Germany,0.323,0.107369,0.538631,1,2.0,3.0,1.0,5.0,7.0,6.0,0,2,3.0,2,1,2,1,2.0,8,0,0.0,1.0,,0.0,Germany,Low
18592,1,FRL0,28.0,63,Germany,0.323,0.107369,0.538631,1,1.0,0.0,0.0,7.0,7.0,7.0,2,2,1.0,2,2,1,1,1.0,2,1,0.0,0.0,,0.0,Germany,Moderate
18607,1,FRE1,0.0,40,Germany,0.284,0.01773,0.55027,1,4.0,0.0,1.0,10.0,9.0,9.5,2,2,3.0,3,1,0,2,1.0,4,1,0.0,,0.0,1.0,Germany,Very High
18616,1,FRF1,35.0,46,Germany,0.618,0.328916,0.907084,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,1.0,2,1,4,2,3.0,,1,0.0,,0.0,1.0,Germany,Low
18620,3,FR10,35.0,62,Germany,0.002,-0.26238,0.26638,2,6.0,5.0,2.0,7.0,10.0,8.5,2,2,2.0,3,2,2,1,3.0,3,1,0.0,0.0,3.0,1.0,Germany,High
18655,1,FRI2,40.0,46,Germany,0.586,0.34909,0.82291,1,2.0,2.0,1.0,6.0,7.0,6.5,2,3,3.0,2,1,5,2,1.0,4,0,1.0,0.0,0.0,1.0,Germany,Moderate
18656,3,FRL0,50.0,69,Germany,0.323,0.107369,0.538631,2,6.0,0.0,1.0,12.0,11.0,11.5,2,2,4.0,2,1,3,3,3.0,10,0,0.0,0.0,,1.0,Germany,Very High
18677,2,FRE2,10.0,26,Germany,0.209,-0.020839,0.438839,1,4.0,2.0,2.0,8.0,8.0,8.0,2,2,3.0,3,2,0,2,2.0,1,0,0.0,0.0,0.0,1.0,Germany,High
18697,5,FRE2,39.0,44,Germany,0.209,-0.020839,0.438839,3,3.0,0.0,0.0,9.0,9.0,9.0,2,2,4.0,3,2,4,3,0.0,9,1,0.0,,,1.0,Germany,Very High
18710,1,FRK2,40.0,50,Germany,0.423,0.169645,0.676355,1,4.0,4.0,2.0,6.0,8.0,7.0,2,3,3.0,2,1,5,2,3.0,9,0,0.0,,,0.0,Germany,Moderate
18722,2,FRK2,42.0,32,Germany,0.423,0.169645,0.676355,1,6.0,2.0,0.0,10.0,12.0,11.0,2,3,4.0,2,1,4,1,1.0,9,0,0.0,,,0.0,Germany,Very High
18727,4,FRE1,50.0,68,Germany,0.284,0.01773,0.55027,3,4.0,2.0,2.0,8.0,8.0,8.0,2,2,3.0,3,1,4,2,2.0,,0,0.0,1.0,,0.0,Germany,High
18763,3,FRF1,60.0,57,Germany,0.618,0.328916,0.907084,2,2.0,0.0,0.0,8.0,8.0,8.0,2,3,5.0,2,1,2,2,2.0,6,0,1.0,,,0.0,Germany,High
18822,5,FRJ1,35.0,26,Germany,0.241,0.001244,0.480756,3,4.0,2.0,2.0,8.0,8.0,8.0,2,2,5.0,3,2,5,2,2.0,9,0,0.0,0.0,0.0,0.0,Germany,High
18831,3,FRC2,45.0,68,Germany,0.397,0.137054,0.656946,2,2.0,0.0,0.0,8.0,8.0,8.0,2,3,4.0,2,2,2,1,1.0,,0,0.0,1.0,,0.0,Germany,High
18855,2,FRL0,40.0,58,Germany,0.323,0.107369,0.538631,1,3.0,3.0,2.0,6.0,7.0,6.5,2,2,3.0,2,1,3,2,2.0,4,1,0.0,1.0,2.0,1.0,Germany,Moderate
18884,2,FRF1,42.0,74,Germany,0.618,0.328916,0.907084,1,2.0,0.0,0.0,8.0,8.0,8.0,2,3,3.0,2,1,3,2,1.0,8,1,0.0,1.0,,0.0,Germany,High
18894,2,FR10,39.0,25,Germany,0.002,-0.26238,0.26638,1,6.0,3.0,3.0,9.0,9.0,9.0,2,2,1.0,3,1,2,3,2.0,,0,0.0,0.0,0.0,0.0,Germany,Very High
18905,3,FRB0,55.0,69,Germany,0.6,0.417752,0.7822479999999999,2,1.0,0.0,0.0,7.0,7.0,7.0,2,3,5.0,2,1,3,3,,9,1,0.0,1.0,,0.0,Germany,Moderate
18906,1,FR10,48.0,54,Germany,0.002,-0.26238,0.26638,1,4.0,1.0,1.0,9.0,9.0,9.0,2,2,1.0,3,1,4,0,1.0,6,0,1.0,,,1.0,Germany,Very High
18915,3,FR10,60.0,49,Germany,0.002,-0.26238,0.26638,2,6.0,6.0,6.0,6.0,6.0,6.0,0,2,1.0,3,1,5,2,3.0,10,0,0.0,0.0,0.0,0.0,Germany,Low
18917,1,FR10,20.0,51,Germany,0.002,-0.26238,0.26638,1,6.0,0.0,3.0,12.0,9.0,10.5,2,2,1.0,3,1,3,1,3.0,8,0,0.0,,,1.0,Germany,Very High
18927,2,FRC2,40.0,58,Germany,0.397,0.137054,0.656946,1,0.0,2.0,2.0,4.0,4.0,4.0,1,3,4.0,2,2,5,3,2.0,8,0,0.0,1.0,,1.0,Germany,Low
18929,1,FRL0,32.0,57,Germany,0.323,0.107369,0.538631,1,1.0,0.0,0.0,7.0,7.0,7.0,2,2,1.0,2,1,4,3,2.0,2,1,0.0,,,1.0,Germany,Moderate
18945,3,FRF2,42.0,75,Germany,0.45,0.176591,0.723409,2,2.0,2.0,0.0,6.0,8.0,7.0,2,3,3.0,3,3,4,1,2.0,9,1,0.0,1.0,,0.0,Germany,Moderate
18948,1,FR10,65.0,48,Germany,0.002,-0.26238,0.26638,1,6.0,4.0,3.0,8.0,9.0,8.5,2,2,1.0,3,3,0,3,2.0,10,0,0.0,,,0.0,Germany,High
19010,1,FRK2,,40,Germany,0.423,0.169645,0.676355,1,6.0,4.0,3.0,8.0,9.0,8.5,2,3,2.0,2,1,4,2,1.0,10,1,0.0,,,0.0,Germany,High
19011,3,FRJ2,40.0,55,Germany,0.584,0.325695,0.842305,2,6.0,1.0,1.0,11.0,11.0,11.0,2,3,1.0,2,1,0,2,3.0,10,0,1.0,1.0,,0.0,Germany,Very High
19014,2,FRH0,,68,Germany,0.873,0.618133,1.127867,1,2.0,2.0,2.0,6.0,6.0,6.0,0,3,4.0,2,1,1,1,0.0,1,1,0.0,1.0,2.0,1.0,Germany,Low
19015,1,FRH0,,90,Germany,0.873,0.618133,1.127867,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,4.0,2,2,4,2,2.0,,0,0.0,1.0,,0.0,Germany,Low
19049,4,FRF1,32.0,80,Germany,0.618,0.328916,0.907084,3,2.0,0.0,0.0,8.0,8.0,8.0,2,3,3.0,2,2,4,3,2.0,4,1,0.0,1.0,3.0,0.0,Germany,High
19050,3,FRL0,40.0,48,Germany,0.323,0.107369,0.538631,2,4.0,3.0,3.0,7.0,7.0,7.0,2,2,1.0,2,2,3,2,3.0,5,1,0.0,,2.0,0.0,Germany,Moderate
19061,1,FRB0,48.0,54,Germany,0.6,0.417752,0.7822479999999999,1,2.0,0.0,0.0,8.0,8.0,8.0,2,3,3.0,2,1,2,3,2.0,10,0,0.0,1.0,2.0,1.0,Germany,High
19067,4,FRF2,60.0,69,Germany,0.45,0.176591,0.723409,3,2.0,0.0,0.0,8.0,8.0,8.0,2,3,5.0,3,2,4,3,1.0,5,0,0.0,1.0,,0.0,Germany,High
19088,4,FRI3,42.0,62,Germany,0.598,0.381118,0.814882,3,4.0,0.0,0.0,10.0,10.0,10.0,2,3,3.0,2,1,4,3,2.0,10,0,1.0,0.0,2.0,1.0,Germany,Very High
19106,4,FRK1,42.0,51,Germany,0.482,0.248604,0.7153959999999999,3,5.0,2.0,0.0,9.0,11.0,10.0,2,3,3.0,2,1,3,1,3.0,7,1,1.0,,,1.0,Germany,Very High
19114,5,FRI1,35.0,53,Germany,0.68,0.441509,0.918491,3,1.0,0.0,0.0,7.0,7.0,7.0,2,3,4.0,2,2,1,2,1.0,9,1,0.0,1.0,,0.0,Germany,Moderate
19121,2,FR10,40.0,42,Germany,0.002,-0.26238,0.26638,1,6.0,4.0,4.0,8.0,8.0,8.0,2,2,3.0,3,2,3,3,3.0,10,0,0.0,,,0.0,Germany,High
19158,2,FRK2,45.0,45,Germany,0.423,0.169645,0.676355,1,6.0,2.0,2.0,10.0,10.0,10.0,2,3,5.0,2,1,2,2,3.0,10,1,0.0,,,1.0,Germany,Very High
19168,4,FRD1,39.0,51,Germany,0.645,0.40403,0.88597,3,3.0,2.0,0.0,7.0,9.0,8.0,2,3,5.0,2,3,2,0,2.0,7,0,0.0,,0.0,0.0,Germany,High
19169,3,FRD2,32.0,60,Germany,0.443,0.197622,0.688378,2,3.0,2.0,2.0,7.0,7.0,7.0,2,3,3.0,2,1,2,1,2.0,8,1,0.0,1.0,,1.0,Germany,Moderate
19171,2,FRJ2,40.0,45,Germany,0.584,0.325695,0.842305,1,4.0,2.0,0.0,8.0,10.0,9.0,2,3,3.0,2,1,2,2,0.0,2,1,0.0,0.0,0.0,1.0,Germany,Very High
19194,4,FRJ1,45.0,59,Germany,0.241,0.001244,0.480756,3,5.0,6.0,4.0,5.0,7.0,6.0,0,2,2.0,3,1,4,2,2.0,3,1,0.0,1.0,0.0,1.0,Germany,Low
19221,1,FRJ1,40.0,27,Germany,0.241,0.001244,0.480756,1,3.0,2.0,2.0,7.0,7.0,7.0,2,2,4.0,3,1,3,3,1.0,3,1,0.0,0.0,0.0,0.0,Germany,Moderate
19223,2,FRJ2,40.0,76,Germany,0.584,0.325695,0.842305,1,6.0,3.0,0.0,9.0,12.0,10.5,2,3,3.0,2,2,3,2,2.0,10,0,0.0,1.0,3.0,0.0,Germany,Very High
19224,1,FRK2,33.0,47,Germany,0.423,0.169645,0.676355,1,6.0,6.0,3.0,6.0,9.0,7.5,2,3,1.0,2,1,4,3,1.0,1,0,0.0,,2.0,1.0,Germany,High
19234,3,FRE1,44.0,32,Germany,0.284,0.01773,0.55027,2,3.0,6.0,0.0,3.0,9.0,6.0,0,2,1.0,3,1,5,0,3.0,2,1,0.0,0.0,0.0,1.0,Germany,Low
19242,1,FRG0,70.0,53,Germany,0.722,0.5200119999999999,0.923988,1,2.0,0.0,0.0,8.0,8.0,8.0,2,3,5.0,2,2,1,2,0.0,2,1,1.0,1.0,,0.0,Germany,High
19243,3,FR10,39.0,30,Germany,0.002,-0.26238,0.26638,2,4.0,1.0,0.0,9.0,10.0,9.5,2,2,2.0,3,2,2,3,1.0,,1,0.0,0.0,0.0,0.0,Germany,Very High
19258,1,FRH0,18.0,73,Germany,0.873,0.618133,1.127867,1,6.0,6.0,3.0,6.0,9.0,7.5,2,3,4.0,2,1,5,2,3.0,5,1,0.0,1.0,2.0,0.0,Germany,High
19277,3,FRI3,36.0,36,Germany,0.598,0.381118,0.814882,2,6.0,0.0,2.0,12.0,10.0,11.0,2,3,4.0,2,1,2,2,2.0,10,1,0.0,,,1.0,Germany,Very High
19282,2,FRF2,28.0,78,Germany,0.45,0.176591,0.723409,1,0.0,0.0,0.0,6.0,6.0,6.0,0,3,4.0,3,1,3,2,2.0,2,0,0.0,0.0,0.0,0.0,Germany,Low
