idno,gincdif,nuts2,wkhtot,agea,cntry,eqi21_n2,eqi21_n2_lowME,eqi21_n2_highME,inc_redist,resp_ed,fath_ed,moth_ed,educ_mob_father,educ_mob_mother,educ_mob_avg,educ_mob_avg_category,EQI,domicile,unemp_nuts2,equality_importance,social_ties,gen_trust,gov_trust,income_decile,gender,union_member,child_ever,marital_status,unemp_ever,cntry_name,educ_mob_avg_bins
25634,1,CZ06,40.0,90,Czech Republic,-0.34,-0.5459590000000001,-0.134041,1,2.0,1.0,2.0,7.0,6.0,6.5,2,1,4.0,0,2,4,3,2.0,1,1,0.0,1.0,3.0,0.0,Czech Republic,Moderate
25650,2,CZ03,36.0,67,Czech Republic,-0.446,-0.655646,-0.236354,1,2.0,2.0,1.0,6.0,7.0,6.5,2,1,1.0,0,1,4,2,2.0,4,1,0.0,1.0,,0.0,Czech Republic,Moderate
25654,3,CZ04,40.0,49,Czech Republic,-0.747,-0.941005,-0.552995,2,2.0,2.0,2.0,6.0,6.0,6.0,0,0,1.0,1,1,3,3,3.0,2,0,0.0,0.0,2.0,1.0,Czech Republic,Low
25658,2,CZ02,48.0,42,Czech Republic,-0.416,-0.652595,-0.179405,1,2.0,2.0,2.0,6.0,6.0,6.0,0,1,4.0,0,1,2,2,2.0,6,0,0.0,0.0,0.0,0.0,Czech Republic,Low
25663,5,CZ05,40.0,25,Czech Republic,-0.233,-0.447679,-0.018321,3,4.0,3.0,4.0,7.0,6.0,6.5,2,1,3.0,0,1,2,1,3.0,3,1,0.0,,0.0,0.0,Czech Republic,Moderate
25670,2,CZ03,,61,Czech Republic,-0.446,-0.655646,-0.236354,1,4.0,3.0,4.0,7.0,6.0,6.5,2,1,1.0,0,1,1,3,2.0,3,0,0.0,1.0,,0.0,Czech Republic,Moderate
25684,2,CZ05,40.0,59,Czech Republic,-0.233,-0.447679,-0.018321,1,2.0,3.0,2.0,5.0,6.0,5.5,1,1,1.0,0,2,1,3,1.0,,0,0.0,0.0,,0.0,Czech Republic,Low
25699,2,CZ05,,67,Czech Republic,-0.233,-0.447679,-0.018321,1,3.0,1.0,1.0,8.0,8.0,8.0,2,1,3.0,0,2,2,1,1.0,2,1,0.0,1.0,2.0,0.0,Czech Republic,High
25705,1,CZ01,44.0,63,Czech Republic,-0.184,-0.48473,0.11673,1,3.0,2.0,2.0,7.0,7.0,7.0,2,1,1.0,0,2,3,1,2.0,7,1,0.0,1.0,,1.0,Czech Republic,Moderate
25707,1,CZ02,40.0,32,Czech Republic,-0.416,-0.652595,-0.179405,1,5.0,4.0,2.0,7.0,9.0,8.0,2,1,3.0,0,1,3,2,1.0,3,0,0.0,0.0,2.0,0.0,Czech Republic,High
25721,1,CZ05,43.0,28,Czech Republic,-0.233,-0.447679,-0.018321,1,5.0,6.0,3.0,5.0,8.0,6.5,2,1,1.0,0,,2,1,2.0,8,1,0.0,0.0,0.0,1.0,Czech Republic,Moderate
25744,1,CZ05,50.0,66,Czech Republic,-0.233,-0.447679,-0.018321,1,3.0,1.0,1.0,8.0,8.0,8.0,2,1,1.0,0,1,4,2,2.0,1,0,0.0,0.0,0.0,1.0,Czech Republic,High
25746,3,CZ04,40.0,33,Czech Republic,-0.747,-0.941005,-0.552995,2,2.0,2.0,2.0,6.0,6.0,6.0,0,0,4.0,1,1,2,2,2.0,,1,0.0,0.0,0.0,0.0,Czech Republic,Low
25749,4,CZ03,40.0,49,Czech Republic,-0.446,-0.655646,-0.236354,3,3.0,4.0,4.0,5.0,5.0,5.0,1,1,4.0,0,3,4,3,3.0,4,0,0.0,,,0.0,Czech Republic,Low
25764,4,CZ04,45.0,41,Czech Republic,-0.747,-0.941005,-0.552995,3,5.0,4.0,5.0,7.0,6.0,6.5,2,0,4.0,1,2,1,3,3.0,,1,0.0,0.0,0.0,0.0,Czech Republic,Moderate
25780,2,CZ02,40.0,56,Czech Republic,-0.416,-0.652595,-0.179405,1,3.0,3.0,6.0,6.0,3.0,4.5,1,1,4.0,0,2,4,2,0.0,4,1,0.0,,2.0,1.0,Czech Republic,Low
25782,2,CZ03,37.0,35,Czech Republic,-0.446,-0.655646,-0.236354,1,3.0,4.0,4.0,5.0,5.0,5.0,1,1,3.0,0,2,,3,1.0,6,1,0.0,0.0,,0.0,Czech Republic,Low
25784,3,CZ05,40.0,29,Czech Republic,-0.233,-0.447679,-0.018321,2,6.0,6.0,6.0,6.0,6.0,6.0,0,1,4.0,0,1,4,3,3.0,,1,0.0,,,0.0,Czech Republic,Low
25802,1,CZ06,,35,Czech Republic,-0.34,-0.5459590000000001,-0.134041,1,6.0,3.0,6.0,9.0,6.0,7.5,2,1,4.0,0,3,2,1,1.0,8,1,0.0,,,0.0,Czech Republic,High
25810,5,CZ01,50.0,67,Czech Republic,-0.184,-0.48473,0.11673,3,6.0,3.0,3.0,9.0,9.0,9.0,2,1,1.0,0,1,2,0,0.0,,0,0.0,1.0,,0.0,Czech Republic,Very High
25812,2,CZ01,,27,Czech Republic,-0.184,-0.48473,0.11673,1,5.0,3.0,3.0,8.0,8.0,8.0,2,1,1.0,0,1,3,3,,6,1,0.0,0.0,0.0,0.0,Czech Republic,High
25813,2,CZ07,40.0,60,Czech Republic,-0.461,-0.6781900000000001,-0.24381,1,2.0,2.0,1.0,6.0,7.0,6.5,2,1,3.0,1,2,2,3,3.0,8,0,0.0,1.0,,0.0,Czech Republic,Moderate
25820,1,CZ05,,71,Czech Republic,-0.233,-0.447679,-0.018321,1,2.0,1.0,1.0,7.0,7.0,7.0,2,1,1.0,0,2,0,2,2.0,2,1,0.0,0.0,0.0,0.0,Czech Republic,Moderate
25824,3,CZ04,,61,Czech Republic,-0.747,-0.941005,-0.552995,2,4.0,1.0,2.0,9.0,8.0,8.5,2,0,3.0,1,2,1,3,1.0,1,1,0.0,0.0,3.0,0.0,Czech Republic,High
25861,1,CZ05,40.0,50,Czech Republic,-0.233,-0.447679,-0.018321,1,2.0,2.0,2.0,6.0,6.0,6.0,0,1,4.0,0,1,2,3,3.0,7,1,0.0,1.0,0.0,0.0,Czech Republic,Low
25864,1,CZ06,50.0,49,Czech Republic,-0.34,-0.5459590000000001,-0.134041,1,2.0,2.0,2.0,6.0,6.0,6.0,0,1,3.0,0,1,4,2,3.0,10,1,0.0,,,0.0,Czech Republic,Low
25878,3,CZ08,30.0,51,Czech Republic,-0.555,-0.781609,-0.328391,2,1.0,6.0,3.0,1.0,4.0,2.5,1,1,3.0,1,1,3,2,1.0,,0,0.0,0.0,0.0,1.0,Czech Republic,Low
25880,1,CZ03,50.0,26,Czech Republic,-0.446,-0.655646,-0.236354,1,3.0,2.0,3.0,7.0,6.0,6.5,2,1,3.0,0,1,5,3,3.0,6,0,0.0,0.0,0.0,0.0,Czech Republic,Moderate
25893,3,CZ01,50.0,46,Czech Republic,-0.184,-0.48473,0.11673,2,1.0,2.0,3.0,5.0,4.0,4.5,1,1,1.0,0,2,1,2,1.0,3,1,0.0,,0.0,0.0,Czech Republic,Low
25905,2,CZ07,48.0,52,Czech Republic,-0.461,-0.6781900000000001,-0.24381,1,2.0,4.0,4.0,4.0,4.0,4.0,1,1,3.0,1,3,2,3,3.0,2,0,0.0,1.0,2.0,1.0,Czech Republic,Low
25912,3,CZ05,28.0,73,Czech Republic,-0.233,-0.447679,-0.018321,2,4.0,2.0,2.0,8.0,8.0,8.0,2,1,4.0,0,2,1,1,1.0,2,1,0.0,1.0,3.0,0.0,Czech Republic,High
25915,4,CZ05,40.0,38,Czech Republic,-0.233,-0.447679,-0.018321,3,4.0,3.0,1.0,7.0,9.0,8.0,2,1,4.0,0,2,2,3,1.0,3,1,0.0,,,0.0,Czech Republic,High
25918,2,CZ07,50.0,42,Czech Republic,-0.461,-0.6781900000000001,-0.24381,1,2.0,2.0,2.0,6.0,6.0,6.0,0,1,3.0,1,2,2,3,3.0,7,0,0.0,,,1.0,Czech Republic,Low
25922,5,CZ05,,31,Czech Republic,-0.233,-0.447679,-0.018321,3,4.0,4.0,4.0,6.0,6.0,6.0,0,1,4.0,0,1,,1,0.0,5,1,0.0,0.0,0.0,0.0,Czech Republic,Low
25940,5,CZ06,45.0,36,Czech Republic,-0.34,-0.5459590000000001,-0.134041,3,3.0,6.0,6.0,3.0,3.0,3.0,1,1,1.0,0,1,2,3,2.0,,0,0.0,0.0,0.0,0.0,Czech Republic,Low
25961,1,CZ06,40.0,35,Czech Republic,-0.34,-0.5459590000000001,-0.134041,1,2.0,2.0,3.0,6.0,5.0,5.5,1,1,3.0,0,1,2,3,3.0,1,0,0.0,0.0,0.0,1.0,Czech Republic,Low
25964,5,CZ01,,57,Czech Republic,-0.184,-0.48473,0.11673,3,2.0,2.0,1.0,6.0,7.0,6.5,2,1,1.0,0,2,0,0,0.0,1,1,0.0,1.0,2.0,1.0,Czech Republic,Moderate
25965,2,CZ07,40.0,48,Czech Republic,-0.461,-0.6781900000000001,-0.24381,1,2.0,2.0,2.0,6.0,6.0,6.0,0,1,3.0,1,1,2,2,3.0,6,0,0.0,,,0.0,Czech Republic,Low
25988,2,CZ04,40.0,31,Czech Republic,-0.747,-0.941005,-0.552995,1,1.0,1.0,1.0,6.0,6.0,6.0,0,0,3.0,1,,5,0,0.0,,1,0.0,,,1.0,Czech Republic,Low
25989,4,CZ07,40.0,56,Czech Republic,-0.461,-0.6781900000000001,-0.24381,3,6.0,3.0,2.0,9.0,10.0,9.5,2,1,4.0,1,1,3,3,3.0,,1,0.0,1.0,,0.0,Czech Republic,Very High
26005,5,CZ03,42.0,54,Czech Republic,-0.446,-0.655646,-0.236354,3,5.0,2.0,1.0,9.0,10.0,9.5,2,1,4.0,0,1,3,1,3.0,8,0,0.0,,,0.0,Czech Republic,Very High
26007,4,CZ02,,78,Czech Republic,-0.416,-0.652595,-0.179405,3,1.0,3.0,2.0,4.0,5.0,4.5,1,1,4.0,0,1,4,1,2.0,,0,0.0,0.0,3.0,0.0,Czech Republic,Low
26028,5,CZ06,43.0,55,Czech Republic,-0.34,-0.5459590000000001,-0.134041,3,5.0,2.0,2.0,9.0,9.0,9.0,2,1,3.0,0,1,3,3,3.0,,0,0.0,1.0,,0.0,Czech Republic,Very High
26030,5,CZ02,95.0,66,Czech Republic,-0.416,-0.652595,-0.179405,3,4.0,4.0,3.0,6.0,7.0,6.5,2,1,4.0,0,2,1,2,3.0,,0,0.0,1.0,1.0,0.0,Czech Republic,Moderate
26040,4,CZ05,40.0,46,Czech Republic,-0.233,-0.447679,-0.018321,3,5.0,4.0,3.0,7.0,8.0,7.5,2,1,4.0,0,1,5,2,0.0,5,0,0.0,1.0,2.0,1.0,Czech Republic,High
26056,2,CZ03,160.0,31,Czech Republic,-0.446,-0.655646,-0.236354,1,4.0,4.0,4.0,6.0,6.0,6.0,0,1,3.0,0,1,2,3,1.0,4,1,0.0,,0.0,0.0,Czech Republic,Low
26064,5,CZ07,40.0,47,Czech Republic,-0.461,-0.6781900000000001,-0.24381,3,6.0,4.0,4.0,8.0,8.0,8.0,2,1,1.0,1,1,4,3,3.0,,1,0.0,,2.0,0.0,Czech Republic,High
26071,1,CZ07,40.0,83,Czech Republic,-0.461,-0.6781900000000001,-0.24381,1,4.0,2.0,2.0,8.0,8.0,8.0,2,1,4.0,1,1,2,2,1.0,1,1,0.0,1.0,3.0,0.0,Czech Republic,High
26072,2,CZ02,42.0,38,Czech Republic,-0.416,-0.652595,-0.179405,1,2.0,4.0,1.0,4.0,7.0,5.5,1,1,1.0,0,2,,1,2.0,5,0,0.0,,,0.0,Czech Republic,Low
26075,4,CZ03,42.0,29,Czech Republic,-0.446,-0.655646,-0.236354,3,5.0,2.0,6.0,9.0,5.0,7.0,2,1,1.0,0,1,2,2,3.0,2,1,0.0,0.0,0.0,1.0,Czech Republic,Moderate
26080,2,CZ02,48.0,42,Czech Republic,-0.416,-0.652595,-0.179405,1,2.0,4.0,3.0,4.0,5.0,4.5,1,1,3.0,0,2,1,2,1.0,4,1,0.0,1.0,2.0,1.0,Czech Republic,Low
26082,4,CZ03,48.0,48,Czech Republic,-0.446,-0.655646,-0.236354,3,4.0,2.0,2.0,8.0,8.0,8.0,2,1,1.0,0,1,4,2,3.0,,0,0.0,1.0,2.0,1.0,Czech Republic,High
26116,3,CZ02,46.0,76,Czech Republic,-0.416,-0.652595,-0.179405,2,6.0,3.0,2.0,9.0,10.0,9.5,2,1,1.0,0,1,2,0,1.0,7,0,0.0,1.0,,0.0,Czech Republic,Very High
26119,3,CZ03,40.0,41,Czech Republic,-0.446,-0.655646,-0.236354,2,4.0,4.0,3.0,6.0,7.0,6.5,2,1,4.0,0,1,0,2,3.0,7,0,0.0,0.0,,0.0,Czech Republic,Moderate
26125,3,CZ06,45.0,82,Czech Republic,-0.34,-0.5459590000000001,-0.134041,2,1.0,2.0,0.0,5.0,7.0,6.0,0,1,3.0,0,3,0,2,2.0,,1,0.0,1.0,1.0,0.0,Czech Republic,Low
26135,3,CZ05,40.0,53,Czech Republic,-0.233,-0.447679,-0.018321,2,3.0,1.0,1.0,8.0,8.0,8.0,2,1,3.0,0,1,2,2,2.0,,1,0.0,,,0.0,Czech Republic,High
26142,5,CZ03,50.0,63,Czech Republic,-0.446,-0.655646,-0.236354,3,3.0,3.0,2.0,6.0,7.0,6.5,2,1,1.0,0,1,2,1,1.0,2,1,0.0,1.0,2.0,0.0,Czech Republic,Moderate
26146,2,CZ05,,36,Czech Republic,-0.233,-0.447679,-0.018321,1,2.0,4.0,4.0,4.0,4.0,4.0,1,1,4.0,0,2,2,2,2.0,,1,0.0,,,1.0,Czech Republic,Low
26155,1,CZ02,40.0,82,Czech Republic,-0.416,-0.652595,-0.179405,1,6.0,6.0,3.0,6.0,9.0,7.5,2,1,3.0,0,2,1,2,2.0,1,1,0.0,1.0,2.0,0.0,Czech Republic,High
26167,3,CZ02,35.0,65,Czech Republic,-0.416,-0.652595,-0.179405,2,3.0,6.0,3.0,3.0,6.0,4.5,1,1,1.0,0,1,3,3,1.0,5,1,0.0,1.0,,0.0,Czech Republic,Low
26176,4,CZ01,40.0,46,Czech Republic,-0.184,-0.48473,0.11673,3,3.0,6.0,6.0,3.0,3.0,3.0,1,1,1.0,0,1,1,2,2.0,9,0,0.0,1.0,2.0,0.0,Czech Republic,Low
26199,1,CZ05,168.0,61,Czech Republic,-0.233,-0.447679,-0.018321,1,2.0,2.0,3.0,6.0,5.0,5.5,1,1,4.0,0,1,2,1,3.0,6,0,0.0,1.0,,1.0,Czech Republic,Low
26203,1,CZ01,168.0,45,Czech Republic,-0.184,-0.48473,0.11673,1,3.0,2.0,2.0,7.0,7.0,7.0,2,1,1.0,0,2,1,3,0.0,6,1,0.0,,0.0,0.0,Czech Republic,Moderate
26209,4,CZ02,40.0,36,Czech Republic,-0.416,-0.652595,-0.179405,3,3.0,4.0,4.0,5.0,5.0,5.0,1,1,4.0,0,2,3,3,3.0,8,0,0.0,0.0,0.0,0.0,Czech Republic,Low
26211,4,CZ02,40.0,40,Czech Republic,-0.416,-0.652595,-0.179405,3,3.0,4.0,3.0,5.0,6.0,5.5,1,1,3.0,0,3,4,3,2.0,,1,0.0,,,0.0,Czech Republic,Low
26213,4,CZ02,50.0,49,Czech Republic,-0.416,-0.652595,-0.179405,3,6.0,4.0,4.0,8.0,8.0,8.0,2,1,3.0,0,1,1,3,2.0,10,0,0.0,,,0.0,Czech Republic,High
26225,2,CZ06,70.0,59,Czech Republic,-0.34,-0.5459590000000001,-0.134041,1,3.0,2.0,2.0,7.0,7.0,7.0,2,1,4.0,0,1,2,3,2.0,,0,0.0,0.0,0.0,0.0,Czech Republic,Moderate
26239,4,CZ01,36.0,61,Czech Republic,-0.184,-0.48473,0.11673,3,3.0,6.0,6.0,3.0,3.0,3.0,1,1,1.0,0,1,2,1,2.0,2,0,0.0,1.0,2.0,0.0,Czech Republic,Low
26240,4,CZ03,42.0,50,Czech Republic,-0.446,-0.655646,-0.236354,3,6.0,4.0,4.0,8.0,8.0,8.0,2,1,1.0,0,1,4,3,1.0,7,1,0.0,,2.0,0.0,Czech Republic,High
26247,2,CZ01,40.0,43,Czech Republic,-0.184,-0.48473,0.11673,1,3.0,4.0,2.0,5.0,7.0,6.0,0,1,1.0,0,2,0,2,2.0,5,0,0.0,0.0,0.0,0.0,Czech Republic,Low
26256,3,CZ07,40.0,52,Czech Republic,-0.461,-0.6781900000000001,-0.24381,2,3.0,3.0,3.0,6.0,6.0,6.0,0,1,4.0,1,1,4,2,1.0,8,1,0.0,,,1.0,Czech Republic,Low
26267,2,CZ07,60.0,57,Czech Republic,-0.461,-0.6781900000000001,-0.24381,1,4.0,2.0,2.0,8.0,8.0,8.0,2,1,4.0,1,1,0,1,1.0,2,0,0.0,1.0,2.0,0.0,Czech Republic,High
26275,4,CZ03,30.0,41,Czech Republic,-0.446,-0.655646,-0.236354,3,2.0,2.0,2.0,6.0,6.0,6.0,0,1,3.0,0,1,3,3,2.0,,1,0.0,,2.0,0.0,Czech Republic,Low
26292,2,CZ05,40.0,28,Czech Republic,-0.233,-0.447679,-0.018321,1,4.0,4.0,3.0,6.0,7.0,6.5,2,1,1.0,0,1,2,1,1.0,8,0,0.0,0.0,0.0,0.0,Czech Republic,Moderate
26302,3,CZ04,50.0,62,Czech Republic,-0.747,-0.941005,-0.552995,2,2.0,1.0,1.0,7.0,7.0,7.0,2,0,3.0,1,1,1,2,2.0,7,0,0.0,1.0,,1.0,Czech Republic,Moderate
26322,3,CZ08,40.0,86,Czech Republic,-0.555,-0.781609,-0.328391,2,3.0,4.0,1.0,5.0,8.0,6.5,2,1,4.0,1,1,4,3,2.0,4,1,0.0,1.0,,0.0,Czech Republic,Moderate
26330,2,CZ06,40.0,59,Czech Republic,-0.34,-0.5459590000000001,-0.134041,1,1.0,1.0,1.0,6.0,6.0,6.0,0,1,4.0,0,2,3,1,3.0,4,1,0.0,1.0,,0.0,Czech Republic,Low
26331,2,CZ03,45.0,68,Czech Republic,-0.446,-0.655646,-0.236354,1,3.0,2.0,4.0,7.0,5.0,6.0,0,1,2.0,0,1,5,2,3.0,1,1,0.0,1.0,2.0,0.0,Czech Republic,Low
26332,3,CZ03,40.0,33,Czech Republic,-0.446,-0.655646,-0.236354,2,5.0,5.0,5.0,6.0,6.0,6.0,0,1,3.0,0,1,3,3,2.0,6,1,0.0,,,0.0,Czech Republic,Low
26344,1,CZ01,20.0,29,Czech Republic,-0.184,-0.48473,0.11673,1,4.0,3.0,3.0,7.0,7.0,7.0,2,1,1.0,0,1,3,2,1.0,,0,0.0,0.0,0.0,0.0,Czech Republic,Moderate
26346,4,CZ04,60.0,45,Czech Republic,-0.747,-0.941005,-0.552995,3,4.0,2.0,2.0,8.0,8.0,8.0,2,0,3.0,1,1,1,1,,,1,0.0,1.0,,0.0,Czech Republic,High
26351,2,CZ01,40.0,44,Czech Republic,-0.184,-0.48473,0.11673,1,6.0,6.0,6.0,6.0,6.0,6.0,0,1,1.0,0,1,3,1,1.0,8,1,0.0,0.0,0.0,0.0,Czech Republic,Low
26369,4,CZ07,25.0,51,Czech Republic,-0.461,-0.6781900000000001,-0.24381,3,3.0,2.0,1.0,7.0,8.0,7.5,2,1,4.0,1,1,4,3,3.0,8,1,1.0,1.0,,0.0,Czech Republic,High
26382,5,CZ06,40.0,46,Czech Republic,-0.34,-0.5459590000000001,-0.134041,3,3.0,2.0,2.0,7.0,7.0,7.0,2,1,1.0,0,1,4,3,3.0,9,1,0.0,,,0.0,Czech Republic,Moderate
26408,4,CZ08,38.0,36,Czech Republic,-0.555,-0.781609,-0.328391,3,2.0,2.0,2.0,6.0,6.0,6.0,0,1,3.0,1,1,4,3,2.0,7,0,0.0,,,0.0,Czech Republic,Low
26409,3,CZ07,42.0,60,Czech Republic,-0.461,-0.6781900000000001,-0.24381,2,2.0,2.0,3.0,6.0,5.0,5.5,1,1,1.0,1,1,3,3,3.0,6,0,0.0,0.0,2.0,0.0,Czech Republic,Low
26410,2,CZ06,40.0,72,Czech Republic,-0.34,-0.5459590000000001,-0.134041,1,2.0,2.0,2.0,6.0,6.0,6.0,0,1,1.0,0,2,2,3,2.0,,1,0.0,,3.0,0.0,Czech Republic,Low
26416,3,CZ02,,71,Czech Republic,-0.416,-0.652595,-0.179405,2,4.0,1.0,2.0,9.0,8.0,8.5,2,1,3.0,0,1,4,3,3.0,4,0,0.0,1.0,,0.0,Czech Republic,High
26432,2,CZ03,42.0,77,Czech Republic,-0.446,-0.655646,-0.236354,1,6.0,4.0,4.0,8.0,8.0,8.0,2,1,1.0,0,1,5,2,,3,1,0.0,1.0,3.0,0.0,Czech Republic,High
26456,4,CZ01,45.0,45,Czech Republic,-0.184,-0.48473,0.11673,3,6.0,6.0,6.0,6.0,6.0,6.0,0,1,1.0,0,1,3,2,3.0,9,1,0.0,0.0,,0.0,Czech Republic,Low
26460,4,CZ02,,81,Czech Republic,-0.416,-0.652595,-0.179405,3,2.0,2.0,1.0,6.0,7.0,6.5,2,1,3.0,0,2,2,2,2.0,3,0,0.0,1.0,,0.0,Czech Republic,Moderate
26468,5,CZ02,40.0,33,Czech Republic,-0.416,-0.652595,-0.179405,3,6.0,4.0,3.0,8.0,9.0,8.5,2,1,4.0,0,2,4,3,3.0,9,1,0.0,0.0,,0.0,Czech Republic,High
26472,4,CZ05,40.0,36,Czech Republic,-0.233,-0.447679,-0.018321,3,6.0,6.0,6.0,6.0,6.0,6.0,0,1,3.0,0,1,2,2,2.0,7,1,0.0,0.0,2.0,0.0,Czech Republic,Low
26478,4,CZ07,45.0,29,Czech Republic,-0.461,-0.6781900000000001,-0.24381,3,6.0,4.0,3.0,8.0,9.0,8.5,2,1,3.0,1,1,2,2,1.0,,0,0.0,,,0.0,Czech Republic,High
26481,4,CZ02,,51,Czech Republic,-0.416,-0.652595,-0.179405,3,2.0,2.0,2.0,6.0,6.0,6.0,0,1,4.0,0,1,,2,2.0,,0,0.0,1.0,,,Czech Republic,Low
26484,5,CZ05,43.0,62,Czech Republic,-0.233,-0.447679,-0.018321,3,3.0,3.0,3.0,6.0,6.0,6.0,0,1,4.0,0,2,2,1,3.0,5,1,1.0,1.0,2.0,0.0,Czech Republic,Low
26488,1,CZ05,40.0,50,Czech Republic,-0.233,-0.447679,-0.018321,1,3.0,4.0,4.0,5.0,5.0,5.0,1,1,1.0,0,1,2,3,2.0,3,1,0.0,0.0,0.0,0.0,Czech Republic,Low
26493,4,CZ02,40.0,60,Czech Republic,-0.416,-0.652595,-0.179405,3,2.0,1.0,1.0,7.0,7.0,7.0,2,1,4.0,0,2,2,2,3.0,4,0,0.0,1.0,,1.0,Czech Republic,Moderate
26516,4,CZ02,20.0,82,Czech Republic,-0.416,-0.652595,-0.179405,3,3.0,3.0,3.0,6.0,6.0,6.0,0,1,3.0,0,3,4,3,3.0,1,1,0.0,0.0,2.0,0.0,Czech Republic,Low
26527,4,CZ06,42.0,57,Czech Republic,-0.34,-0.5459590000000001,-0.134041,3,6.0,6.0,6.0,6.0,6.0,6.0,0,1,4.0,0,1,1,2,2.0,9,0,0.0,1.0,2.0,0.0,Czech Republic,Low
26538,4,CZ03,46.0,45,Czech Republic,-0.446,-0.655646,-0.236354,3,4.0,3.0,4.0,7.0,6.0,6.5,2,1,4.0,0,1,4,2,1.0,5,1,0.0,,,0.0,Czech Republic,Moderate
26558,4,CZ07,42.0,36,Czech Republic,-0.461,-0.6781900000000001,-0.24381,3,5.0,2.0,3.0,9.0,8.0,8.5,2,1,4.0,1,1,4,2,3.0,6,0,0.0,,0.0,0.0,Czech Republic,High
26579,4,CZ07,40.0,45,Czech Republic,-0.461,-0.6781900000000001,-0.24381,3,5.0,3.0,4.0,8.0,7.0,7.5,2,1,1.0,1,2,4,3,2.0,4,0,0.0,1.0,2.0,0.0,Czech Republic,High
26588,3,CZ04,35.0,26,Czech Republic,-0.747,-0.941005,-0.552995,2,4.0,1.0,2.0,9.0,8.0,8.5,2,0,4.0,1,,2,2,0.0,6,1,0.0,,,0.0,Czech Republic,High
26590,2,CZ02,,61,Czech Republic,-0.416,-0.652595,-0.179405,1,4.0,1.0,2.0,9.0,8.0,8.5,2,1,3.0,0,2,3,2,1.0,,1,0.0,1.0,3.0,0.0,Czech Republic,High
26599,1,CZ01,42.0,43,Czech Republic,-0.184,-0.48473,0.11673,1,4.0,3.0,6.0,7.0,4.0,5.5,1,1,1.0,0,1,4,0,1.0,4,0,0.0,0.0,0.0,1.0,Czech Republic,Low
26606,3,CZ04,40.0,26,Czech Republic,-0.747,-0.941005,-0.552995,2,4.0,3.0,5.0,7.0,5.0,6.0,0,0,4.0,1,1,2,2,3.0,6,0,0.0,,,0.0,Czech Republic,Low
26610,1,CZ06,40.0,71,Czech Republic,-0.34,-0.5459590000000001,-0.134041,1,6.0,3.0,2.0,9.0,10.0,9.5,2,1,1.0,0,2,0,1,0.0,5,0,0.0,0.0,,0.0,Czech Republic,Very High
26612,3,CZ05,60.0,61,Czech Republic,-0.233,-0.447679,-0.018321,2,2.0,3.0,2.0,5.0,6.0,5.5,1,1,3.0,0,1,4,3,2.0,7,0,0.0,,2.0,1.0,Czech Republic,Low
26613,4,CZ03,,28,Czech Republic,-0.446,-0.655646,-0.236354,3,3.0,6.0,5.0,3.0,4.0,3.5,1,1,4.0,0,1,3,2,3.0,5,0,0.0,0.0,0.0,0.0,Czech Republic,Low
26616,4,CZ03,40.0,55,Czech Republic,-0.446,-0.655646,-0.236354,3,3.0,3.0,3.0,6.0,6.0,6.0,0,1,4.0,0,3,4,2,2.0,8,0,0.0,1.0,,0.0,Czech Republic,Low
26620,3,CZ05,,31,Czech Republic,-0.233,-0.447679,-0.018321,2,3.0,4.0,2.0,5.0,7.0,6.0,0,1,4.0,0,2,2,3,3.0,7,0,0.0,,,0.0,Czech Republic,Low
26624,1,CZ06,60.0,51,Czech Republic,-0.34,-0.5459590000000001,-0.134041,1,5.0,4.0,4.0,7.0,7.0,7.0,2,1,1.0,0,3,2,1,1.0,,1,0.0,,1.0,1.0,Czech Republic,Moderate
26647,3,CZ01,,60,Czech Republic,-0.184,-0.48473,0.11673,2,3.0,6.0,6.0,3.0,3.0,3.0,1,1,1.0,0,3,0,1,3.0,,1,0.0,1.0,,0.0,Czech Republic,Low
26672,3,CZ06,42.0,31,Czech Republic,-0.34,-0.5459590000000001,-0.134041,2,3.0,2.0,2.0,7.0,7.0,7.0,2,1,1.0,0,2,,2,1.0,8,1,0.0,0.0,0.0,0.0,Czech Republic,Moderate
26682,3,CZ01,,71,Czech Republic,-0.184,-0.48473,0.11673,2,2.0,2.0,2.0,6.0,6.0,6.0,0,1,1.0,0,2,0,0,0.0,3,0,0.0,1.0,3.0,0.0,Czech Republic,Low
26693,2,CZ01,32.0,37,Czech Republic,-0.184,-0.48473,0.11673,1,6.0,2.0,3.0,10.0,9.0,9.5,2,1,1.0,0,1,5,2,0.0,7,1,0.0,,,0.0,Czech Republic,Very High
26720,1,CZ08,40.0,55,Czech Republic,-0.555,-0.781609,-0.328391,1,6.0,6.0,6.0,6.0,6.0,6.0,0,1,1.0,1,1,4,1,2.0,5,1,0.0,1.0,2.0,0.0,Czech Republic,Low
26733,1,CZ02,40.0,71,Czech Republic,-0.416,-0.652595,-0.179405,1,2.0,2.0,2.0,6.0,6.0,6.0,0,1,4.0,0,2,4,3,1.0,5,0,0.0,1.0,,0.0,Czech Republic,Low
26766,1,CZ05,40.0,49,Czech Republic,-0.233,-0.447679,-0.018321,1,5.0,3.0,4.0,8.0,7.0,7.5,2,1,4.0,0,1,2,3,3.0,8,1,0.0,,2.0,0.0,Czech Republic,High
